stateName,agencyName,year,totalSpending,prevTotalSpending,yoyPCT
American Samoa,Environmental Protection Agency,2022,42431674.76,14971204.17,183.421923
American Samoa,Environmental Protection Agency,2023,23956187,42431674.76,-43.541735
American Samoa,Environmental Protection Agency,2024,45571226,23956187,90.227376
American Samoa,Environmental Protection Agency,2025,48345474,45571226,6.087718
American Samoa,Federal Communications Commission,2020,18251547.76,NULL,NULL
American Samoa,Federal Communications Commission,2021,2085108.41,18251547.76,-88.575717
American Samoa,Federal Communications Commission,2022,28034909.77,2085108.41,1244.530079
American Samoa,Federal Communications Commission,2023,3760405.13,28034909.77,-86.586705
American Samoa,Federal Communications Commission,2024,2182380.39,3760405.13,-41.964221
American Samoa,Federal Communications Commission,2025,29862809.56,2182380.39,1268.359507
American Samoa,Institute of Museum and Library Services,2019,111729,NULL,NULL
American Samoa,Institute of Museum and Library Services,2020,83287,111729,-25.456237
American Samoa,Institute of Museum and Library Services,2021,287640,83287,245.36002
American Samoa,Institute of Museum and Library Services,2022,78618,287640,-72.667918
American Samoa,Institute of Museum and Library Services,2023,117040,78618,48.871759
American Samoa,Institute of Museum and Library Services,2024,116566,117040,-0.404989
American Samoa,Institute of Museum and Library Services,2025,116135,116566,-0.369747
American Samoa,National Endowment for the Arts,2019,297220,NULL,NULL
American Samoa,National Endowment for the Arts,2020,465980,297220,56.779489
American Samoa,National Endowment for the Arts,2021,484980,465980,4.077428
American Samoa,National Endowment for the Arts,2022,327680,484980,-32.434327
American Samoa,National Endowment for the Arts,2023,201895,327680,-38.386535
American Samoa,National Endowment for the Arts,2024,235588,201895,16.688377
American Samoa,National Endowment for the Arts,2025,335353,235588,42.347233
American Samoa,National Endowment for the Humanities,2019,382600,NULL,NULL
American Samoa,National Endowment for the Humanities,2020,634867,382600,65.934918
American Samoa,National Endowment for the Humanities,2021,659398,634867,3.863958
American Samoa,National Endowment for the Humanities,2022,411245,659398,-37.633265
American Samoa,National Endowment for the Humanities,2023,744613,411245,81.063113
American Samoa,National Endowment for the Humanities,2024,475084,744613,-36.197192
American Samoa,National Endowment for the Humanities,2025,642052,475084,35.144942
American Samoa,National Science Foundation,2021,299791,NULL,NULL
American Samoa,National Science Foundation,2024,400000,299791,33.426286
American Samoa,Railroad Retirement Board,2019,50143.23,NULL,NULL
American Samoa,Railroad Retirement Board,2020,50338.62,50143.23,0.389663
American Samoa,Railroad Retirement Board,2021,29052.34,50338.62,-42.286181
American Samoa,Railroad Retirement Board,2022,23479,29052.34,-19.18379
American Samoa,Small Business Administration,2019,494414.57,NULL,NULL
American Samoa,Small Business Administration,2020,16017083.16,494414.57,3139.605815
American Samoa,Small Business Administration,2021,1586560,16017083.16,-90.094575
American Samoa,Small Business Administration,2022,234444.99,1586560,-85.223061
American Samoa,Small Business Administration,2023,0,234444.99,-100
American Samoa,Small Business Administration,2025,0,0,NULL
American Samoa,Social Security Administration,2019,53626108,NULL,NULL
American Samoa,Social Security Administration,2020,54929021.44,53626108,2.429625
American Samoa,Social Security Administration,2021,54833196.77,54929021.44,-0.174451
American Samoa,Social Security Administration,2022,52180599.74,54833196.77,-4.837575
American Samoa,Social Security Administration,2023,61956259.85,52180599.74,18.73428
American Samoa,Social Security Administration,2024,66826097.06,61956259.85,7.860121
American Samoa,Social Security Administration,2025,72132362.53,66826097.06,7.940409
Arizona,Agency for International Development,2018,2247688,NULL,NULL
Arizona,Agency for International Development,2019,1606722.41,2247688,-28.516662
Arizona,Agency for International Development,2020,5412471.17,1606722.41,236.864111
Arizona,Agency for International Development,2021,1734907,5412471.17,-67.94612
Arizona,Agency for International Development,2022,1548031,1734907,-10.771528
Arizona,Agency for International Development,2023,12737576,1548031,722.824349
Arizona,Agency for International Development,2024,8518362,12737576,-33.124151
Arizona,Agency for International Development,2025,3995025.83,8518362,-53.101008
Arizona,Commodity Futures Trading Commission,2022,19150,NULL,NULL
Arizona,Consumer Financial Protection Bureau,2023,555474.28,NULL,NULL
Arizona,Consumer Financial Protection Bureau,2024,0,555474.28,-100
Arizona,Consumer Financial Protection Bureau,2025,0,0,NULL
Arizona,Consumer Product Safety Commission,2018,202263,NULL,NULL
Arizona,Consumer Product Safety Commission,2019,299805.5,202263,48.225577
Arizona,Consumer Product Safety Commission,2020,278529.35,299805.5,-7.09665
Arizona,Consumer Product Safety Commission,2021,609772.54,278529.35,118.925775
Arizona,Consumer Product Safety Commission,2022,243795.6,609772.54,-60.018599
Arizona,Consumer Product Safety Commission,2023,345471.88,243795.6,41.705543
Arizona,Consumer Product Safety Commission,2024,975622.55,345471.88,182.402883
Arizona,Consumer Product Safety Commission,2025,270793.29,975622.55,-72.244051
Arizona,Corporation for National and Community Service,2018,16270196.55,NULL,NULL
Arizona,Corporation for National and Community Service,2019,9498291.5,16270196.55,-41.621531
Arizona,Corporation for National and Community Service,2020,8647401.02,9498291.5,-8.958352
Arizona,Corporation for National and Community Service,2021,18352067.55,8647401.02,112.226396
Arizona,Corporation for National and Community Service,2022,10756738.97,18352067.55,-41.386773
Arizona,Corporation for National and Community Service,2023,17210757.18,10756738.97,59.999765
Arizona,Corporation for National and Community Service,2024,16092365.11,17210757.18,-6.498215
Arizona,Corporation for National and Community Service,2025,12112876.43,16092365.11,-24.729047
Arizona,Council of the Inspectors General on Integrity and Efficiency,2024,56610,NULL,NULL
Arizona,Department of Agriculture,2024,122481.52,NULL,NULL
Arizona,Department of Education,2018,2180837858,NULL,NULL
Arizona,Department of Education,2019,2220817938,2180837858,1.833244
Arizona,Department of Education,2020,2856845120,2220817938,28.639321
Arizona,Department of Education,2021,6483221734,2856845120,126.936409
Arizona,Department of Education,2022,3224607838,6483221734,-50.262262
Arizona,Department of Education,2023,2527964593,3224607838,-21.603967
Arizona,Department of Education,2024,2789423984,2527964593,10.342684
Arizona,Department of Education,2025,2911143357,2789423984,4.363602
Arizona,Department of Energy,2018,44631983.11,NULL,NULL
Arizona,Department of Energy,2019,57498143.38,44631983.11,28.82722
Arizona,Department of Energy,2020,58151067.8,57498143.38,1.135557
Arizona,Department of Energy,2021,45473758.57,58151067.8,-21.800647
Arizona,Department of Energy,2022,239018884.2,45473758.57,425.619371
Arizona,Department of Energy,2023,116889529.9,239018884.2,-51.09611
Arizona,Department of Energy,2024,222668551.3,116889529.9,90.494864
Arizona,Department of Energy,2025,550783333.4,222668551.3,147.35569
Arizona,Department of Homeland Security,2018,1903028,NULL,NULL
Arizona,Department of Homeland Security,2019,4702034,1903028,147.081703
Arizona,Department of Housing and Urban Development,2018,0,NULL,NULL
Arizona,Department of Housing and Urban Development,2019,0,0,NULL
Arizona,Department of Housing and Urban Development,2020,0,0,NULL
Arizona,Department of Housing and Urban Development,2021,689273.96,0,NULL
Arizona,Department of Housing and Urban Development,2022,696694,689273.96,1.0765
Arizona,Department of Housing and Urban Development,2023,949586.98,696694,36.299003
Arizona,Department of Housing and Urban Development,2024,744116.76,949586.98,-21.637851
Arizona,Department of Housing and Urban Development,2025,0,744116.76,-100
Arizona,Department of State,2018,34881188.52,NULL,NULL
Arizona,Department of State,2019,20514818.13,34881188.52,-41.186585
Arizona,Department of State,2020,18324321.11,20514818.13,-10.677633
Arizona,Department of State,2021,10985404.51,18324321.11,-40.050141
Arizona,Department of State,2022,49992092.09,10985404.51,355.077389
Arizona,Department of State,2023,11564027.67,49992092.09,-76.868286
Arizona,Department of State,2024,6051939.95,11564027.67,-47.665812
Arizona,Department of State,2025,0,6051939.95,-100
Arizona,Department of the Interior,2018,40000000,NULL,NULL
Arizona,Department of Veterans Affairs,2018,2292360012,NULL,NULL
Arizona,Department of Veterans Affairs,2019,3084899143,2292360012,34.573065
Arizona,Department of Veterans Affairs,2020,9164110256,3084899143,197.063528
Arizona,Department of Veterans Affairs,2021,3463124721,9164110256,-62.209918
Arizona,Department of Veterans Affairs,2022,519438229.7,3463124721,-85.00088
Arizona,Department of Veterans Affairs,2023,370554620.3,519438229.7,-28.662428
Arizona,Department of Veterans Affairs,2024,415273629.6,370554620.3,12.068128
Arizona,Department of Veterans Affairs,2025,357030460.8,415273629.6,-14.02525
Arizona,Election Assistance Commission,2018,7463675,NULL,NULL
Arizona,Election Assistance Commission,2020,16272147,7463675,118.017893
Arizona,Election Assistance Commission,2021,0,16272147,-100
Arizona,Election Assistance Commission,2022,1355000,0,NULL
Arizona,Election Assistance Commission,2023,1355000,1355000,0
Arizona,Election Assistance Commission,2024,1010000,1355000,-25.461254
Arizona,Election Assistance Commission,2025,272727,1010000,-72.997326
Arizona,Environmental Protection Agency,2018,72956852.12,NULL,NULL
Arizona,Environmental Protection Agency,2019,73380821.9,72956852.12,0.581124
Arizona,Environmental Protection Agency,2020,58748448.84,73380821.9,-19.940323
Arizona,Environmental Protection Agency,2021,82269615.51,58748448.84,40.037085
Arizona,Environmental Protection Agency,2022,153808420.1,82269615.51,86.956532
Arizona,Environmental Protection Agency,2023,251793435.9,153808420.1,63.705885
Arizona,Environmental Protection Agency,2024,431173670.1,251793435.9,71.241028
Arizona,Environmental Protection Agency,2025,287262580.8,431173670.1,-33.376594
Arizona,Equal Employment Opportunity Commission,2018,1674273.97,NULL,NULL
Arizona,Equal Employment Opportunity Commission,2019,7125,1674273.97,-99.574442
Arizona,Equal Employment Opportunity Commission,2020,1099900.33,7125,15337.19761
Arizona,Equal Employment Opportunity Commission,2021,710395.78,1099900.33,-35.412713
Arizona,Equal Employment Opportunity Commission,2022,602697.31,710395.78,-15.160347
Arizona,Equal Employment Opportunity Commission,2023,737814.46,602697.31,22.418741
Arizona,Equal Employment Opportunity Commission,2024,679945.41,737814.46,-7.843306
Arizona,Equal Employment Opportunity Commission,2025,749893.45,679945.41,10.287302
Arizona,Executive Office of the President,2025,12595986,NULL,NULL
Arizona,Export-Import Bank of the United States,2018,0,NULL,NULL
Arizona,Export-Import Bank of the United States,2019,139167.5,0,NULL
Arizona,Export-Import Bank of the United States,2020,0,139167.5,-100
Arizona,Export-Import Bank of the United States,2021,0,0,NULL
Arizona,Export-Import Bank of the United States,2022,0,0,NULL
Arizona,Export-Import Bank of the United States,2023,0,0,NULL
Arizona,Export-Import Bank of the United States,2024,0,0,NULL
Arizona,Export-Import Bank of the United States,2025,0,0,NULL
Arizona,Federal Communications Commission,2018,11000,NULL,NULL
Arizona,Federal Communications Commission,2019,11528,11000,4.8
Arizona,Federal Communications Commission,2020,656043627.6,11528,5690771.163
Arizona,Federal Communications Commission,2021,155129339.8,656043627.6,-76.353807
Arizona,Federal Communications Commission,2022,404277922.3,155129339.8,160.607002
Arizona,Federal Communications Commission,2023,282039015.8,404277922.3,-30.236354
Arizona,Federal Communications Commission,2024,246182633.8,282039015.8,-12.71327
Arizona,Federal Communications Commission,2025,263635453.7,246182633.8,7.089378
Arizona,Federal Election Commission,2019,77998.38,NULL,NULL
Arizona,Federal Mediation and Conciliation Service,2023,10126.4,NULL,NULL
Arizona,Federal Trade Commission,2019,5000,NULL,NULL
Arizona,Federal Trade Commission,2020,0,5000,-100
Arizona,Federal Trade Commission,2023,250000,0,NULL
Arizona,Federal Trade Commission,2024,154397.15,250000,-38.24114
Arizona,Federal Trade Commission,2025,0,154397.15,-100
Arizona,Institute of Museum and Library Services,2019,4624812.45,NULL,NULL
Arizona,Institute of Museum and Library Services,2020,6875305.84,4624812.45,48.661289
Arizona,Institute of Museum and Library Services,2021,8002850.96,6875305.84,16.399926
Arizona,Institute of Museum and Library Services,2022,5334017.7,8002850.96,-33.348531
Arizona,Institute of Museum and Library Services,2023,5682476.3,5334017.7,6.53276
Arizona,Institute of Museum and Library Services,2024,4978675.24,5682476.3,-12.385464
Arizona,Institute of Museum and Library Services,2025,4443901.57,4978675.24,-10.741284
Arizona,Millennium Challenge Corporation,2022,104587.01,NULL,NULL
Arizona,Millennium Challenge Corporation,2023,0,104587.01,-100
Arizona,Millennium Challenge Corporation,2024,0,0,NULL
Arizona,Morris K. Udall and Stewart L. Udall Foundation,2021,220917.64,NULL,NULL
Arizona,Morris K. Udall and Stewart L. Udall Foundation,2022,1107817.74,220917.64,401.461875
Arizona,Morris K. Udall and Stewart L. Udall Foundation,2023,1183547.28,1107817.74,6.83592
Arizona,Morris K. Udall and Stewart L. Udall Foundation,2024,680063.9,1183547.28,-42.540199
Arizona,Morris K. Udall and Stewart L. Udall Foundation,2025,244786,680063.9,-64.005441
Arizona,National Aeronautics and Space Administration,2019,256837920.2,NULL,NULL
Arizona,National Aeronautics and Space Administration,2020,146305428.9,256837920.2,-43.035892
Arizona,National Aeronautics and Space Administration,2021,287410917,146305428.9,96.445831
Arizona,National Aeronautics and Space Administration,2022,119411362.4,287410917,-58.452739
